,titles,dates
2738,Robustness of Gaian Feedbacks to Climate Perturbations,2019-06-03
2739,Survivability of radio-loud planetary cores orbiting white dwarfs,2019-06-19
2740,"Radiopathomics: Integration of radiographic and histologic
  characteristics for prognostication in glioblastoma",2019-09-17
2741,"Production of heavy particle pairs via photon-photon processes at the
  LHC",2020-04-02
2742,"""Perchance to dream?"": Assessing effect of dispersal strategies on the
  fitness of expanding populations",2020-04-17
2743,Modeling Survival in model-based Reinforcement Learning,2020-04-18
2744,Survival regression with accelerated failure time model in XGBoost,2020-06-08
2745,Quantum Immortality and Non-Classical Logic,2020-07-20
2746,Brain Tumor Survival Prediction using Radiomics Features,2020-09-07
2747,WARM percolation on a regular tree in the strong reinforcement regime,2020-09-16
2748,Charge Density Waves beyond the Pauli paramagnetic limit in 2D systems,2020-09-17
2749,"A computational framework for evaluating the role of mobility on the
  propagation of epidemics on point processes",2020-09-17
2750,"Robust Survivability-Oriented Scheduling of Separable Mobile Energy
  Storage and Demand Response for Isolated Distribution Systems",2021-02-26
2751,"Glioblastoma Multiforme Prognosis: MRI Missing Modality Generation,
  Segmentation and Radiogenomic Survival Prediction",2021-03-17
2752,Driving quantum systems with repeated conditional measurements,2021-04-13
2753,"Elastic photon-initiated production at the LHC: the role of
  hadron-hadron interactions",2021-04-27
2754,"A Generic Transformation to Generate MDS Storage Codes with
  $δ$-Optimal Access Property",2021-07-16
2755,"Estimating survival parameters under conditionally independent left
  truncation",2021-07-22
2756,Long-term dynamical survival of deep Earth coorbitals,2021-08-08
2757,"Hot subdwarfs from the surviving companions of the white dwarf +
  main-sequence channel of Type Ia supernovae",2021-08-17
2758,"Adaptive unsupervised learning with enhanced feature representation for
  intra-tumor partitioning and survival prediction for glioblastoma",2021-08-21
2759,"Artificial Intelligence Solution for Effective Treatment Planning for
  Glioblastoma Patients",2022-03-09
2760,"Fast and flexible inference for joint models of multivariate
  longitudinal and survival data using Integrated Nested Laplace Approximations",2022-03-11
2761,Beryllium isotopic composition and Galactic cosmic ray propagation,2022-04-27
2762,"Distribution of dynamical quantities in the contact process, random
  walks, and quantum spin chains in random environments",2013-12-13
2763,"Survival probability of an edge Majorana in a 1-D p-wave superconducting
  chain under sudden quenching of parameters",2013-12-26
2764,Meteoroid Structure and Fragmentation,2019-03-15
2765,"Partial Stellar Disruption by a Supermassive Black Hole: Is the
  Lightcurve Really Proportional to $t^{-9/4}$?",2019-07-05
2766,"Resonant charge-transfer in grazing collisions of H$^-$ with vicinal
  nanosurfaces on Cu(111), Au(100) and Pd(111) substrates: A comparative study",2019-07-05
2767,"Predicting phenotypes from microarrays using amplified, initially
  marginal, eigenvector regression",2019-07-12
2768,"Additive Bayesian variable selection under censoring and
  misspecification",2019-07-31
2769,"Teasing out the overall survival benefit with adjustment for treatment
  switching to other therapies",2019-08-01
2770,Dusty Cloud Acceleration with Multiband Radiation,2019-08-05
2771,"In-Situ Scattering of Warm Jupiters and Implications for Dynamical
  Histories",2019-08-12
2772,"Bayesian Stacked Parametric Survival with Frailty Components and
  Interval Censored Failure Times",2019-08-29
2773,"Model diagnostics for censored regression via randomized survival
  probabilities",2019-11-01
2774,"The survival of start-ups in time of crisis. A machine learning approach
  to measure innovation",2019-11-04
2775,"A Simulation-free Group Sequential Design with Max-combo Tests in the
  Presence of Non-proportional Hazards",2019-11-13
2776,Balanced Policy Evaluation and Learning for Right Censored Data,2019-11-13
2777,"A dwarf-dwarf merger and dark matter core as a solution to the Globular
  Cluster problems in the Fornax dSph",2019-11-20
2778,"Cosmological constraints on dark energy in light of gravitational wave
  bounds",2020-01-15
2779,"A robust algorithm for explaining unreliable machine learning survival
  models using the Kolmogorov-Smirnov bounds",2020-05-05
2780,"Bayesian inference on the number of recurrent events: A joint model of
  recurrence and survival",2020-05-14
2781,"Sample size calculations for single-arm survival studies using
  transformations of the Kaplan-Meier estimator",2020-12-06
2782,"Lucky planets: how circum-binary planets survive the supernova in one of
  the inner-binary components",2021-01-20
2783,"Causal inference for observational longitudinal studies using deep
  survival models",2021-01-26
2784,Survival of ALMA Rings in the Absence of Pressure Maxima,2021-03-01
2785,"Identifying Principal Stratum Causal Effects Conditional on a
  Post-treatment Intermediate Response",2021-03-06
2786,"Computational and Experimental Characterization of NF023, A Candidate
  Anticancer Compound Inhibiting cIAP2/TRAF2 Assembly",2021-03-19
2787,"Interpretable machine learning for high-dimensional trajectories of
  aging health",2021-05-07
2788,"Fast approximations of pseudo-observations in the context of
  right-censoring and interval-censoring",2021-09-07
2789,"Estimating the Distribution of Ratio of Paired Event Times in Phase II
  Oncology Trials",2021-10-29
2790,Game-driven random walks: Survival time statistics,2021-10-29
2791,"Multimodal PET/CT Tumour Segmentation and Prediction of Progression-Free
  Survival using a Full-Scale UNet with Attention",2021-11-06
2792,"Efficient Estimation of the Maximal Association between Multiple
  Predictors and a Survival Outcome",2021-12-21
2793,"Localization of a one-dimensional simple random walk among power-law
  renewal obstacles",2022-01-14
2794,"On the rotation properties of a post-explosion helium-star companion in
  Type Iax supernovae",2022-06-07
2795,"Deep radiomic signature with immune cell markers predicts the survival
  of glioma patients",2022-06-09
2796,"Semiexclusive dilepton production in proton-proton collisions with one
  forward proton measurement at the LHC",2022-06-22
2797,"Transport properties of diffusive particles conditioned to survive in
  trapping environments",2022-07-14
2798,"Should univariate Cox regression be used for feature selection with
  respect to time-to-event outcomes?",2022-08-20
2799,"SurvSHAP(t): Time-dependent explanations of machine learning survival
  models",2022-08-23
2800,Adaptive altruistic strategy in cyclic models during an epidemic,2022-08-31
2801,"A nonparametric relative treatment effect for direct comparisons of
  censored paired survival outcomes",2022-10-11
2802,A comparative study to alternatives to the log-rank test,2022-10-24
2803,"Radiomics-enhanced Deep Multi-task Learning for Outcome Prediction in
  Head and Neck Cancer",2022-11-10
2804,Single-index mixture cure model under monotonicity constraints,2022-11-17
2805,"BENK: The Beran Estimator with Neural Kernels for Estimating the
  Heterogeneous Treatment Effect",2022-11-19
2806,"Deep Neural Networks integrating genomics and histopathological images
  for predicting stages and survival time-to-event in colon cancer",2022-12-13
2807,Systemic robustness: a mean-field particle system approach,2022-12-16
2808,"Deep Biological Pathway Informed Pathology-Genomic Multimodal Survival
  Prediction",2023-01-06
2809,"Separating signal from combinatorial jets in a high background
  environment",2023-01-22
2810,"Oncology clinical trial design planning based on a multistate model that
  jointly models progression-free and overall survival endpoints",2023-01-24
2811,"Trade-off between reproduction and mobility prolongs organisms' survival
  in rock-paper-scissors models",2023-02-26
2812,"A Method for Emerging Empirical Age Structures in Agent-Based Models
  with Exogenous Survival Probabilities",2023-03-30
2813,"Using Overlap Weights to Address Extreme Propensity Scores in Estimating
  Restricted Mean Counterfactual Survival Times",2023-04-01
2814,"Better Together: The Complex Interplay Between Radiative Cooling and
  Magnetic Draping",2023-04-19
2815,"Dynamic Updating of Clinical Survival Prediction Models in a Rapidly
  Changing Environment",2023-04-29
2816,"High-dimensional Feature Screening for Nonlinear Associations With
  Survival Outcome Using Restricted Mean Survival Time",2023-05-09
2817,"The Brain Tumor Segmentation (BraTS) Challenge 2023: Glioma Segmentation
  in Sub-Saharan Africa Patient Population (BraTS-Africa)",2023-05-30
2818,"Breast Cancer Detection and Diagnosis: A comparative study of
  state-of-the-arts deep learning architectures",2023-05-31
2819,Survival Instinct in Offline Reinforcement Learning,2023-06-05
2820,A close-in giant planet escapes engulfment by its star,2023-06-28
2821,"Prediction of Rapid Early Progression and Survival Risk with
  Pre-Radiation MRI in WHO Grade 4 Glioma Patients",2023-06-28
2822,"TuRMoiL of Survival: A Unified Survival Criterion for Cloud-Wind
  Interactions",2023-07-06
2823,"Pathology-and-genomics Multimodal Transformer for Survival Outcome
  Prediction",2023-07-22
2824,GRU-D-Weibull: A Novel Real-Time Individualized Endpoint Prediction,2023-08-14
2825,Noisy Demkov-Kunike model,2023-09-12
2826,"Simultaneous inference procedures for the comparison of multiple
  characteristics of two survival functions",2023-10-03
2827,A Pseudo-likelihood Approach to Under-5 Mortality Estimation,2023-10-17
2828,"Survival in the Neptune desert: LTT 9779 b kept its atmosphere thanks to
  an unusually X-ray faint host star",2023-10-19
2829,Monitoring overall survival in pivotal trials in indolent cancers,2023-10-31
2830,A Comparison of Parameter Estimation Methods for Shared Frailty Models,2023-11-20
2831,A Generalization of Bivariate Lack-of-Memory Properties,2024-01-21
2832,"Joint Modeling of Multivariate Longitudinal and Survival Outcomes with
  the R package INLAjoint",2024-02-13
2833,"An AI based Digital Score of Tumour-Immune Microenvironment Predicts
  Benefit to Maintenance Immunotherapy in Advanced Oesophagogastric
  Adenocarcinoma",2024-02-29
2834,"Implementation of an AI-based MRD evaluation and prediction model for
  multiple myeloma",2024-02-29
2835,"Advancing Gene Selection in Oncology: A Fusion of Deep Learning and
  Sparsity for Precision Gene Selection",2024-03-04
2836,"How habitable are M-dwarf Exoplanets? Modeling surface conditions and
  exploring the role of melanins in the survival of Aspergillus niger spores
  under exoplanet-like radiation",2024-03-06
2837,"Multi-modal Heart Failure Risk Estimation based on Short ECG and Sampled
  Long-Term HRV",2024-03-01
2838,"Covariate-adjusted Group Sequential Comparisons of Survival
  Probabilities",2024-03-25
2839,"Keeping Up With the Winner! Targeted Advertisement to Communities in
  Social Networks",2024-03-29
2840,"SurvMamba: State Space Model with Multi-grained Multi-modal Interaction
  for Survival Prediction",2024-04-11
2841,Interaction networks in persistent Lotka-Volterra communities,2024-04-12
2842,"Bayesian Parametric Methods for Deriving Distribution of Restricted Mean
  Survival Time",2024-06-10
2843,"Confidence Intervals and Simultaneous Confidence Bands Based on Deep
  Learning",2024-06-20
2844,"Estimating the cognitive effects of statins from observational data
  using the survival-incorporated median: a summary measure for clinical
  outcomes in the presence of death",2024-06-30
2845,"In Search of Excellence: SHOA as a Competitive Shrike Optimization
  Algorithm for Multimodal Problems",2024-07-09
2846,"Deep Neural Networks for Predicting Recurrence and Survival in Patients
  with Esophageal Cancer After Surgery",2024-08-30
2847,"Bi-objective trail-planning for a robot team orienteering in a hazardous
  environment",2024-09-18
2848,Cloud properties in simulated galactic winds,2024-10-15
2849,"CK4Gen: A Knowledge Distillation Framework for Generating High-Utility
  Synthetic Survival Datasets in Healthcare",2024-10-22
2850,"Novel Cisplatin-Magnetoliposome Complex Shows Enhanced Antitumor
  Activity via Hyperthermia",2024-11-13
2851,"Fragility Index for Time-to-Event Endpoints in Single-Arm Clinical
  Trials",2024-11-25
2852,"Boosting Distributional Copula Regression for Bivariate Right-Censored
  Time-to-Event Data",2024-12-19
2853,"Tales of Tension: Magnetized Infalling Clouds and Cold Streams in the
  CGM",2025-02-24
2854,"Individual dynamic prediction of clinical endpoint from large
  dimensional longitudinal biomarker history: a landmark approach",2021-02-02
2855,"Evolution of globular cluster systems in elliptical galaxies. I.
  Log-normal initial mass function",2000-07-18
2856,Mass Transfer between Double White Dwarfs,2003-12-22
2857,A cool disk in the Galactic Center?,2004-03-18
2858,"On the calculation of diffusion coefficients in confined fluids and
  interfaces with an application to the liquid-vapor interface of water",2003-11-17
2859,"Mass-to-light Ratio of Ly-alpha Emitters: Implications of Ly-alpha
  Surveys at Redshifts z=5.7, 6.5, 7, and 8.8",2007-06-12
2860,Survival of icy grains in debris discs. The role of photosputtering,2007-09-06
2861,Stability of Distant Satellites of Giant Planets in the Solar System,2008-06-17
2862,Galactic stellar haloes in the CDM model,2009-10-19
2863,"Numerical Simulations of Supernova Dust Destruction. I. Cloud-crushing
  and Post-processed Grain Sputtering",2010-01-26
2864,Connecting planets around horizontal branch stars with known exoplanets,2010-03-25
2865,"Observations and modeling of the dust emission from the H2-bright
  galaxy-wide shock in Stephan's Quintet",2010-04-05
2866,"On Optimal Allocation of a Continuous Resource Using an Iterative
  Approach and Total Positivity",2011-03-01
2867,Exploring the Universe with Metal-Poor Stars,2011-08-23
2868,"Circumbinary disc survival during binary-single scattering: towards a
  dynamical model of the Orion BN/KL complex",2011-09-09
2869,Tidal evolution of planets around brown dwarfs,2011-09-13
2870,"Extranuclear Halpha-emitting complexes in low-z (U)LIRGs: Precursors of
  tidal dwarf galaxies?",2011-11-02
2871,"Effect of the stellar spin history on the tidal evolution of close-in
  planets",2012-07-09
2872,Do High-Velocity Clouds trace the Dark Matter subhalo population?,2012-08-16
2873,"The rotation of surviving companion stars after type Ia supernova
  explosions in the WD+MS scenario",2013-03-11
2874,"The long lives of giant clumps and the birth of outflows in gas-rich
  galaxies at high redshift",2013-07-26
2875,A Model of Teneral Dehydration in Glossina,2013-08-10
2876,Robust Energy Management for Green and Survivable IP Networks,2014-01-09
2877,"Modelling beam transport and biological effectiveness to develop
  treatment planning for ion beam radiotherapy",2014-10-01
2878,Nuclear Composition of Magnetized GRB Jets,2015-03-12
2879,Aging as a process of accumulation of Misrepairs,2015-03-24
2880,"Ultrafaint Dwarf Galaxies - the lowest mass relics from before
  reionization",2015-05-22
2881,"Robust Defibrillator Deployment Under Cardiac Arrest Location
  Uncertainty via Row-and-Column Generation",2015-07-15
2882,"Disaster-Resilient Control Plane Design and Mapping in Software-Defined
  Networks",2015-09-01
2883,"Dust Destruction by the Reverse Shock in the Cassiopeia A Supernova
  Remnant",2016-02-08
2884,MDS Codes with Progressive Engagement Property for Cloud Storage Systems,2016-05-23
2885,Impact-induced differentiation in icy bodies,2016-07-05
2886,Rare events in stochastic populations under bursty reproduction,2016-08-06
2887,Astrobiological Effects of Gamma-Ray Bursts in the Milky Way Galaxy,2016-09-29
2888,"Polarized fusion, its Implications and plans for Direct Measurements in
  a Tokamak",2017-03-17
2889,The Destruction of an Oort Cloud in a rich stellar cluster,2017-04-11
2890,Dynamic Networks of Finite State Machines,2017-06-12
2891,"Consistency of survival tree and forest models: splitting bias and
  correction",2017-07-30
2892,The Smith Cloud: surviving a high speed transit of the Galactic disc,2017-10-12
2893,Impact of Gas Giant Instabilities on Habitable Planets,2018-02-15
2894,"Individualized Dynamic Prediction of Survival under Time-Varying
  Treatment Strategies",2018-04-06
2895,"Formation of hot Jupiters through disk migration and evolving stellar
  tides",2018-06-18
2896,"Three-Dimensional Simulation of Double-Detonations in the
  Double-Degenerate Model for Type Ia Supernovae and Interaction of Ejecta with
  a Surviving White Dwarf Companion",2018-08-05
2897,"A limit theorem for the survival probability of a simple random walk
  among power-law renewal traps",2018-09-24
2898,Many-body quantum dynamics of an asymmetric bosonic Josephson junction,2018-10-09
2899,Genealogy-valued Feller diffusion,2019-04-03
2900,Estimation of black bear abundance by management zone in Wisconsin,2019-05-22
2901,A systematic survey of the dynamics of Uranus Trojans,2019-12-21
2902,Molecule formation in dust-poor irradiated jets I. Stationary disk winds,2020-03-04
2903,The path to instability in compact multi-planetary systems,2020-06-26
2904,"The Dynamics, Destruction, and Survival of Supernova-Formed Dust Grains",2020-09-03
2905,"Searching for Surviving Companion in the Young SMC Supernova Remnant 1E
  0102.2-7219",2021-04-10
2906,"Topological Order, Quantum Codes and Quantum Computation on Fractal
  Geometries",2021-07-30
2907,"Stability of Polycyclic Aromatic Hydrocarbon Clusters in Protoplanetary
  Disks",2021-08-24
2908,"Deep Aesthetic Assessment and Retrieval of Breast Cancer Treatment
  Outcomes",2022-05-25
2909,"Molecule survival in magnetized protostellar disk winds. I. Chemical
  model and first results",2011-12-14
2910,"Explosiveness of Age-Dependent Branching Processes with Contagious and
  Incubation Periods",2015-10-12
2911,"Gene Expression based Survival Prediction for Cancer Patients: A Topic
  Modeling Approach",2019-03-25
2912,"Multi-Resolution 3D CNN for MRI Brain Tumor Segmentation and Survival
  Prediction",2019-11-19
2913,"A modified risk detection approach of biomarkers by frailty effect on
  multiple time to event data",2020-11-26
2914,"Extinction of bistable populations is affected by the shape of their
  initial spatial distribution",2021-01-05
2915,Information Theoretic Secure Aggregation with User Dropouts,2021-01-19
2916,"The bound mass of Dehnen models with centrally peaked star formation
  efficiency",2021-05-20
2917,"Generative Models Improve Radiomics Performance in Different Tasks and
  Different Datasets: An Experimental Study",2021-09-06
2918,"Improving Reproducibility and Performance of Radiomics in Low Dose CT
  using Cycle GANs",2021-09-16
2919,"Effects of large-scale advection and small-scale turbulent diffusion on
  vertical phytoplankton dynamics",2021-09-23
2920,"New $Z_c$ spectroscopy or Landau singularities? Searches in Heavy Ion
  Collisions could help decide",2021-10-27
2921,"Functional Broadcast Repair of Multiple Partial Failures in Wireless
  Distributed Storage Systems",2021-11-10
2922,Diffusion-mediated surface reactions and stochastic resetting,2022-02-02
2923,"Modeling of Textures to Predict Immune Cell Status and Survival of Brain
  Tumour Patients",2022-06-04
2924,"CausNet : Generational orderings based search for optimal Bayesian
  networks via dynamic programming with parent set constraints",2022-07-18
2925,"Shedding light on low-mass subhalo survival and annihilation luminosity
  with numerical simulations",2022-07-18
2926,"The progenitor galaxies of stellar haloes as ""failed"" Milky Ways",2022-09-12
2927,Dark matter halo cores and the tidal survival of Milky Way satellites,2022-10-03
2928,"The survival of stellar discs in Fornax-like environments, from TNG50 to
  real galaxies",2022-11-01
2929,The Effects of Early Collisional Evolution on Amorphous Water Ice Bodies,2022-12-07
2930,"Molecular acclimation of Halobacterium salinarum to halite brine
  inclusions",2023-05-16
2931,Underluminous tidal disruptions,2023-07-24
2932,"Adaptive MCMC for Bayesian variable selection in generalised linear
  models and survival models",2023-08-01
2933,Degree-penalized contact processes,2023-10-10
2934,"The Capacity Region of Information Theoretic Secure Aggregation with
  Uncoded Groupwise Keys",2023-10-15
2935,"Joint model with latent disease age: overcoming the need for reference
  time",2024-01-30
2936,Approximation Algorithms for Network Design in Non-Uniform Fault Models,2024-03-22
2937,"Usage-Specific Survival Modeling Based on Operational Data and Neural
  Networks",2024-03-27
2938,"Ionization detail parameters and cluster dose: A mathematical model for
  selection of nanodosimetric quantities for use in treatment planning in
  charged particle radiotherapy",2024-09-24
2939,"From UV-bright Galaxies to Early Disks: the Importance of Turbulent Star
  Formation in the Early Universe",2024-10-11
2940,"Secret of Longevity: Protoplanetary Disks as a Source of Gas in Debris
  Disks",2024-11-26
2941,"Signatures of black hole seeding in the local Universe: Predictions from
  the BRAHMA cosmological simulations",2024-11-28
2942,"A class of nonparametric methods for evaluating the effect of continuous
  treatments on survival outcomes",2024-12-13
2943,"Learning in Markets with Heterogeneous Agents: Dynamics and Survival of
  Bayesian vs. No-Regret Learners",2025-02-12
2944,Baryonic Dark Matter: Theory and Experiment. Overview,1996-01-25
2945,"What Can Be Learned by Measuring the Fluxes of the 7-Be and the pep
  Solar Neutrino Lines?",1996-07-02
2946,Dynamics of Galaxies in Clusters,1998-11-04
2947,Global Spiral Modes in Star-Forming Gravitating Disks,1999-05-17
2948,"Antiprotons Annihilation in the Galaxy As A Source of Diffuse Gamma
  Background",2000-05-21
2949,On the photodissociation of H2 by the first stars,2000-05-30
2950,Impact of Gas Removal on the Evolution of Embedded Clusters,2001-02-02
2951,Coalescence of a strange star with a black hole,2001-03-22
2952,Evidence for dust grain growth in young circumstellar disks,2001-04-27
2953,"X-ray Structure in Cluster Cooling Flows and Its Relationship to Star
  Formation and Powerful Radio Sources",2001-05-31
2954,Disruption of satellites in cosmological haloes,2001-09-03
2955,Carbon Star Dust from Meteorites,2001-11-14
2956,"Binary coalescence of a strange star with a black hole: Newtonian
  results",2002-01-08
2957,Domination of black hole accretion in brane cosmology,2002-08-02
2958,Formation of Globular Clusters: In and Out of Dwarf Galaxies,2002-10-24
2959,"The Orbits of Terrestrial Planets in the Habitable Zones of Known
  Exoplanetary Systems",2002-11-01
2960,"Primordial braneworld black holes: significant enhancement of lifetimes
  through accretion",2003-03-12
2961,Rapid Cooling of Dusty Gas in Elliptical Galaxies,2003-05-22
2962,"The Stability of the Orbits of Earth-mass Planets in and near the
  Habitable Zones of Known Exoplanetary Systems",2003-05-27
2963,"Survival of Trojan-Type Companions of Neptune During Primordial Planet
  Migration",2003-05-29
2964,String Imprints from a Pre-inflationary Era,2003-06-14
2965,Primordial bubbles of colour superconducting quark matter,2003-07-18
2966,"The large extent of dark matter haloes probed by the formation of tidal
  dwarf galaxies",2003-09-30
2967,"Convection in protoneutron stars and the structure of surface magnetic
  fields in pulsars",2003-11-07
2968,Finite volume effects for non-Gaussian multi-field inflationary models,2003-11-18
2969,Scenarios of modulated perturbations,2004-03-15
2970,"The first wide ultracool binary dwarf in the field:
  DENIS-J055146.0-443412.2 (M8.5 + L0)",2005-08-04
2971,Fluorine abundances in planetary nebulae,2005-08-15
2972,How unlikely is a doomsday catastrophe?,2005-12-08
2973,Spatially Resolving the Inner Disk of TW Hya,2006-01-02
2974,"C+O detonations in thermonuclear supernovae: Interaction with previously
  burned material",2006-05-11
2975,Exotic Earths: Forming Habitable Worlds with Giant Planet Migration,2006-09-08
2976,Beyond the Cool Core: The Formation of Cool Core Galaxy Clusters,2006-10-27
2977,The first halos,2006-12-15
2978,A millimeter-wave antireflection coating for cryogenic silicon lenses,2007-01-04
2979,"Enstrophy and dissipation must have the same scaling exponent in the
  high Reynolds number limit of fluidturbulence",1998-06-16
2980,Reunion of Vicious Walkers: Results from $ε$-Expansion -,1993-11-03
2981,Eigenspectrum and Localization for Diffusion with Traps,1994-03-30
2982,"Theory of One-Channel vs. Multi-Channel Kondo Effects for Ce$^{3+}$
  Impurities",1994-12-05
2983,"SELFCONSISTENT CURRENT-VOLTAGE CHARACTERISTICS OF NORMAL-SUPERCONDUCTOR
  INTERFACES",1995-04-27
2984,"Two-Species Annihilation with Drift: A Model with Continuous
  Concentration-Decay Exponents",1995-05-26
2985,Continuous 3d Freezing Transition in Layered Superconductors,1995-08-26
2986,"Hierarchical Diffusion, Aging and Multifractality",1996-04-05
2987,Renormalization-group study of a magnetic impurity in a Luttinger liquid,1996-09-17
2988,"On the Stability of the Mean-Field Glass Broken Phase under
  Non-Hamiltonian Perturbations",1996-11-13
2989,"Intersite Fluctuations and Spin-Charge Separation in the Extended
  Hubbard Model",1997-05-14
2990,Domain Statistics in Coarsening Systems,1997-05-15
2991,"Marshall-Peierls sign rule for excited states of the frustrated J1-J2
  Heisenberg antiferromagnet",1997-05-31
2992,Quantum Phase Transitions in Josephson Junction Chains,1997-11-06
2993,Directed Percolation with a Wall or Edge,1997-12-18
2994,Anomalous diffusion in disordered media and random quantum spin chains,1998-04-29
2995,"Circulating and persistent currents induced by a current magnification
  and Aharonov-Casher phase",1998-08-22
2996,Survival-Time Distribution for Inelastic Collapse,1998-11-30
2997,Suppression of Giant Magnetoresistance by a superconducting contact,1999-01-29
2998,"Analytical results for random walks in the presence of disorder and
  traps",1999-02-16
2999,"Mixed-spin systems: coexistence of Haldane gap and antiferromagnetic
  long range order",1999-04-22
3000,Exact Solution of an Evolutionary Model without Ageing,1999-08-10
3001,Indirect RKKY Interaction in the Nearly Nested Fermi Liquid,1999-10-15
3002,Ordering in a spin glass under applied magnetic field,1999-10-22
3003,Coulomb Blockade Resonances in Quantum Wires,1999-10-25
3004,Quantum Poincare Recurrences for Hydrogen Atom in a Microwave Field,1999-11-12
3005,"Resonances in a two-dimensional electron waveguide with a single
  delta-function scatterer",1999-11-16
3006,New Type of Charge and Magnetic order in the Ferromagnetic Kondo Lattice,1999-12-13
3007,Generic Criticality in a Model of Evolution,2000-03-28
3008,Discontinuous transitions in double exchange materials,2000-03-29
3009,Conductance anomalies in quantum wires,2000-08-18
3010,Knots and Random Walks in Vibrated Granular Chains,2000-12-08
3011,Quantum mechanical relaxation of open quasiperiodic systems,2001-02-14
3012,Superconductivity in an organic insulator at very high magnetic fields,2001-03-22
3013,The self-organised phases of manganites,2001-04-12
3014,Quantum Fractal Fluctuations,2001-04-24
3015,Unsupervised learning and adaptation in a model of adult neurogenesis,2001-05-03
3016,Quantum Coherence Beyond the Thermal Length,2001-05-17
3017,The Density of States in High-Tc Superconductors Vortices,2001-05-22
3018,"Non-gaussian Noise in Quantum Spin Glasses and Interacting Two-level
  Systems",2001-06-14
3019,The Heumann-Hotzel model for aging revisited,2001-07-23
3020,Effects of regulation on a self-organized market,2001-08-31
3021,"Duality Between the Weak and Strong Interaction Limits for Randomly
  Interacting Fermions",2001-09-21
3022,Coarsening Dynamics of a Quasi One-dimensional Driven Lattice Gas,2001-10-16
3023,Ordering in Heisenberg Spin Glasses,2001-11-08
3024,Liquid antiferromagnets in two dimensions,2002-02-22
3025,Kondo effect out of equilibrium in a mesoscopic device,2002-03-07
3026,Chaotic dot-superconductor analog of the Hanbury Brown Twiss effect,2002-03-08
3027,Quasibound states at thresholds in multichannel impurity scattering,2002-03-20
3028,"Crystal structure of the Mg$_{1-x}$Al$_x$B$_2$ superconductors near
  x=0.5",2002-03-31
3029,"First-principles study of the temperature-pressure phase diagram of
  BaTiO3",2002-04-23
3030,"Dynamics of collapsing and exploding Bose-Einstein condensed vortex
  state",2002-04-30
3031,"Counterflow Superfluidity of Two-Species Ultracold Atoms in a
  Commensurate Optical Lattice",2002-05-03
3032,Exact Asymptotics for One-Dimensional Diffusion with Mobile Traps,2002-05-17
3033,"Survival of $Φ_{0}/2$ periodicity in presence of incoherence in
  asymmetric Aharonov-Bohm rings",2002-05-31
3034,"Breakdown of the coexistence of spin-singlet superconductivity and
  itinerant ferromagnetism",2002-06-22
3035,Currents in Systems of Mesoscopic Noisy Rings,2002-06-25
3036,Dynamics of a single vortex line in a Bose-Einstein condensate,2002-06-26
3037,A solvable senescence model showing a mortality plateau,2002-06-28
3038,"Cyclization of a Polymer: A First Passage Problem for a Non-Markovian
  Process",2002-07-05
3039,Spectral Function in Mott Insulating Surfaces,2002-07-24
3040,"Short Range Interaction Effects on the Density of States of Disordered
  Two Dimensional Crystals with a half--filled band",2002-10-09
3041,Adaptation using hybridized genetic crossover strategies,2002-10-22
3042,"Doping dependence of chemical potential and entropy in hole- and
  electron-doped high-Tc cuprates",2002-11-05
3043,"Writing Spin in a Quantum Dot with Ferromagnetic and Superconducting
  Electrodes",2003-01-14
3044,"Ferromagnetic/superconducting proximity effect in La0.7Ca0.3MnO3 /
  YBa2Cu3O7 superlattices",2003-01-14
3045,Darwinian Selection and Non-existence of Nash Equilibria,2003-01-14
3046,"Percolating through networks of random thresholds: Finite temperature
  electron tunneling in metal nanocrystal arrays",2003-02-18
3047,"Temperature Chaos, Rejuvenation and Memory in Migdal-Kadanoff Spin
  Glasses",2003-03-20
3048,Logarithmic Corrections in Dynamic Isotropic Percolation,2003-04-16
3049,Quantum fluctuations in thin superconducting wires of finite length,2003-06-24
3050,Logarithmic Corrections in Directed Percolation,2003-09-26
3051,Immunization Dynamics on a 2-layer Network Model,2003-10-16
3052,"Fluctuations and vortex pattern ordering in fully frustrated XY model
  with honeycomb lattice",2003-10-22
3053,"Some exact results for the trapping of subdiffusive particles in one
  dimension",2003-11-10
3054,"Survival of the d-wave superconducting state near the edge of
  antiferromagnetism in the cuprate phase diagram",2003-12-19
3055,Ferromagnetism mediated by few electrons in a semimagnetic quantum dot,2004-02-04
3056,Current relaxation in nonlinear random media,2004-03-19
3057,"Anomalous Behavior of the Spin Susceptibility of Strongly Correlated
  Fermi Systems",2004-03-19
3058,Superconductivity in diamond,2004-04-06
3059,"Survival of a Diffusing Particle in a Transverse Shear Flow: A
  First-Passage Problem with Continuously Varying Persistence Exponent",2004-05-12
3060,"Quantum critical behavior near a density-wave instability in an
  isotropic Fermi liquid",2004-05-16
3061,Bubble Relaxation Dynamics in Double-Stranded DNA,2004-06-01
3062,Heterogeneity in Classical and Non-Classical Nucleation,2004-07-12
3063,Competing orders in one dimensional spin 3/2 fermionic systems,2004-09-09
3064,"From ageing to immortality: cluster growth in stirred colloidal
  solutions",2004-11-27
3065,Spin resolved Hall effect driven by spin-orbit coupling,2005-02-03
3066,Double-Exchange Model: Phase Diagram at Zero-Temperature,2005-02-25
3067,Cluster size distribution of infection in a system of mobile agents,2005-02-28
