,titles,dates
3165,"Distributed detection/localization of change-points in high-dimensional
  network traffic data",2009-09-30
3166,"Gravitational collapse and topology change in spherically symmetric
  dynamical systems",2009-11-12
3167,"Maximum likelihood method for fitting the Fundamental Plane of the 6dF
  Galaxy Survey",2009-11-25
3168,Polarized Electrogowdy spacetimes censored,2009-12-03
3169,"Comparative Study Of Congestion Control Techniques In High Speed
  Networks",2009-12-05
3170,"Determining Projections and Functionals for Weak Solutions of the
  Navier-Stokes Equations",2010-01-08
3171,"Semiparametric inference for the recurrent event process by means of a
  single-index model",2010-05-25
3172,Kernel induced random survival forests,2010-08-24
3173,"Test bodies and naked singularities: is the self-force the cosmic
  censor?",2010-08-30
3174,Full Open Population Capture-Recapture Models with Individual Covariates,2010-09-17
3175,"Using The Censored Gamma Distribution for Modeling Fractional Response
  Variables with an Application to Loss Given Default",2010-11-08
3176,"Backward estimation of stochastic processes with failure events as time
  origins",2010-11-16
3177,"Branch lengths on Yule trees and the expected loss of phylogenetic
  diversity",2010-11-25
3178,"An imputation-based approach for parameter estimation in the presence of
  ambiguous censoring with application in industrial supply chain",2011-01-07
3179,Nonparametric regression with filtered data,2011-02-09
3180,Likelihood ratio type two-sample tests for current status data,2011-02-19
3181,"Asymptotic Properties of One-Bit Distributed Detection with Ordered
  Transmissions",2011-03-26
3182,"Independent screening for single-index hazard rate models with
  ultra-high dimensional features",2011-05-17
3183,"Glauber dynamics for the quantum Ising model in a transverse field on a
  regular tree",2011-05-30
3184,Ensemble Risk Modeling Method for Robust Learning on Scarce Data,2011-08-13
3185,"Incorporating biological information into linear models: A Bayesian
  approach to the selection of pathways and genes",2011-11-23
3186,Rectangularity and paramonotonicity of maximally monotone operators,2012-01-20
3187,"Applying the Background-Source separation algorithm to Chandra Deep
  Field South data",2012-02-02
3188,"Percentiles of sums of heavy-tailed random variables: Beyond the
  single-loss approximation",2012-03-12
3189,"A Two-Stage Dimension Reduction Method for Induced Responses and Its
  Applications",2012-03-16
3190,"Semiparametric Multivariate Accelerated Failure Time Model with
  Generalized Estimating Equations",2012-04-02
3191,Inventory Management with Partially Observed Nonstationary Demand,2012-06-27
3192,Boundary Harnack inequality for Markov processes with jumps,2012-07-13
3193,Nonparametric regression with nonparametrically generated covariates,2012-07-24
3194,Multiscale Adaptive Inference on Conditional Moment Inequalities,2012-12-22
3195,VOStat: A Statistical Web Service for Astronomers,2013-02-02
3196,ScrambleSuit: A Polymorph Network Protocol to Circumvent Censorship,2013-05-14
3197,Globally regular instability of $AdS_3$,2013-06-03
3198,The Anatomy of Web Censorship in Pakistan,2013-07-03
3199,A reduced new modified Weibull distribution,2013-07-15
3200,"Probability of observing a number of unfolding events while stretching
  poly-proteins",2013-08-08
3201,Projected Subgradient Minimization versus Superiorization,2013-08-19
3202,"Cooperative Wireless Sensor Network Positioning via Implicit Convex
  Feasibility",2013-09-09
3203,"Collapse of a self-similar cylindrical scalar field with non-minimal
  coupling II: strong cosmic censorship",2013-09-16
3204,"Multi-way blockmodels for analyzing coordinated high-dimensional
  responses",2014-01-13
3205,Modeling Light Curves for Improved Classification,2014-01-14
3206,"How to Bootstrap Aalen-Johansen Processes for Competing Risks?
  Handicaps, Solutions and Limitations",2014-01-30
3207,"String-Averaging Expectation-Maximization for Maximum Likelihood
  Estimation in Emission Tomography",2014-02-11
3208,"Construction of unshielded singular solutions of the harmonic field
  equations",2014-02-11
3209,Toward automatic censorship detection in microblogs,2014-02-21
3210,"Estimating the transition matrix of a Markov chain observed at random
  times",2014-05-02
3211,"Encore: Lightweight Measurement of Web Censorship with Cross-Origin
  Requests",2014-10-05
3212,"Iterative methods for the split common fixed-point problem in Hilbert
  spaces",2014-10-25
3213,Weak continuity of predictive distribution for Markov survival processes,2014-11-20
3214,"Semiparametric Approach for Regression with Covariate Subject to Limit
  of Detection",2014-12-05
3215,"Estimation of extended mixed models using latent classes and latent
  processes: the R package lcmm",2015-03-03
3216,"Exotica or the failure of the strong cosmic censorship in four
  dimensions",2015-03-17
3217,"EM-Based Channel Estimation from Crowd-Sourced RSSI Samples Corrupted by
  Noise and Interference",2015-04-05
3218,Local Variation as a Statistical Hypothesis Test,2015-04-24
3219,"The clustering of radio galaxies: biasing and evolution versus stellar
  mass",2015-05-26
3220,A Novel Geographic Partitioning System for Anonymizing Health Care Data,2015-05-26
3221,"Quantized Fusion Rules for Energy-Based Distributed Detection in
  Wireless Sensor Networks",2015-06-03
3222,Dyadic data analysis with amen,2015-06-26
3223,The angular two-point correlation of NVSS galaxies revisited,2015-07-08
3224,Non-strange Weird Resampling for Complex Survival Data,2015-07-10
3225,"Measuring educational attainment as a continuous variable: a new
  database (1970-2010)",2015-08-06
3226,"On the Distributed Computation of Fractional Connected Dominating Set
  Packings",2015-08-18
3227,Most Likely Transformations,2015-08-27
3228,Sequential rank agreement methods for comparison of ranked lists,2015-08-27
3229,"Robust Bayesian model selection for heavy-tailed linear regression using
  finite mixtures",2015-09-01
3230,Gompertz - Power Series Distributions,2015-09-11
3231,"Autonomous smartphone apps: self-compilation, mutation, and viral
  spreading",2015-11-02
3232,"On Neumann problems for nonlocal Hamilton-Jacobi equations with
  dominating gradient terms",2016-01-17
3233,"Analyzing Locality of Mobile Messaging Traffic using the MATAdOR
  Framework",2016-01-19
3234,"Efficient Estimation of Semiparametric Transformation Models for the
  Cumulative Incidence of Competing Risks",2016-02-04
3235,The Wild Bootstrap for Multivariate Nelson-Aalen Estimators,2016-02-05
3236,Regression of ranked responses when raw responses are censored,2016-02-24
3237,Multivariate peaks over thresholds models,2016-03-21
3238,"Scalable SUM-Shrinkage Schemes for Distributed Monitoring Large-Scale
  Data Streams",2016-03-29
3239,Online EM for Functional Data,2016-04-02
3240,Minimax Optimal Procedures for Locally Private Estimation,2016-04-08
3241,"Identifying Gene-Environment Interactions with A Least Relative Error
  Approach",2016-05-29
3242,Personalized Prognostic Models for Oncology: A Machine Learning Approach,2016-06-22
3243,Data Sketching for Large-Scale Kalman Filtering,2016-06-27
3244,"Bayesian Nonparametric Modelling of Joint Gap Time Distributions for
  Recurrent Event Data",2016-07-27
3245,"Pattern Coding Meets Censoring: (almost) Adaptive Coding on Countable
  Alphabets",2016-08-30
3246,Generalized Maxwell equations and charge conservation censorship,2016-08-29
3247,"Flexible linear mixed models with improper priors for longitudinal and
  survival data",2016-09-19
3248,"Bridging Asymptotic Independence and Dependence in Spatial Extremes
  Using Gaussian Scale Mixtures",2016-10-14
3249,Bayesian Nonparametric Modeling of Heterogeneous Groups of Censored Data,2016-10-24
3250,"An Efficient Training Algorithm for Kernel Survival Support Vector
  Machines",2016-11-21
3251,Weighted scoring rules and hypothesis testing,2016-11-22
3252,"Peaks over thresholds modelling with multivariate generalized Pareto
  distributions",2016-12-06
3253,"Nonparametric Tests for Treatment Effect Heterogeneity with Duration
  Outcomes",2016-12-07
3254,"Bayesian Nonparametric Survival Analysis using mixture of Burr XII
  distributions",2016-12-23
3255,A New Class of Generalized Burr III Distribution for Lifetime Data,2017-01-02
3256,"A Discontinuity Adjustment for Subdistribution Function Confidence Bands
  Applied to Right-Censored Competing Risks Data (with Erratum)",2017-02-03
3257,"Identifying User Survival Types via Clustering of Censored Social
  Network Data",2017-03-09
3258,Modeling spatial processes with unknown extremal dependence class,2017-03-17
3259,"Learning from Clinical Judgments: Semi-Markov-Modulated Marked Hawkes
  Processes for Risk Prognosis",2017-05-15
3260,Is Patience a Virtue? Cosmic Censorship of Infrared Effects in de Sitter,2017-05-18
3261,"Exponential error rates of SDP for block models: Beyond Grothendieck's
  inequality",2017-05-23
3262,Distributed Detection of Cycles,2017-06-13
3263,Should a Normal Imputation Model Be Modified to Impute Skewed Variables?,2017-07-17
3264,Finding a best approximation pair of points for two polyhedra,2017-07-30
3265,"Hierarchical space-time modeling of exceedances with an application to
  rainfall data",2017-08-08
3266,"Local likelihood estimation of complex tail dependence structures,
  applied to U.S. precipitation extremes",2017-10-02
3267,Gravitational collapse in Quantum Einstein Gravity,2017-10-30
3268,"The extended power distribution: A new distribution on $(0, 1)$",2017-11-08
3269,"The Inverse Weighted Lindley Distribution: Properties, Estimation and an
  Application on a Failure Time Data",2017-11-26
3270,"Bayesian Variable Selection For Survival Data Using Inverse Moment
  Priors",2017-12-08
3271,"Development of Security Detection Model for the Security of Social Blogs
  and Chatting from Hostile Users",2017-12-26
3272,Monte Carlo modified profile likelihood in models for clustered data,2018-01-08
3273,"Benchmarking Framework for Performance-Evaluation of Causal Inference
  Analysis",2018-02-14
3274,"On the discrete analog of gamma-Lomax distribution: properties and
  applications",2018-02-25
3275,Fully Dynamic Maximal Independent Set with Sublinear Update Time,2018-02-27
3276,A class of asymmetric regression models for left-censored data,2018-03-18
3277,"Modeling cure fraction with frailty term in latent risk: a Bayesian
  approach",2018-03-06
3278,"Non-parametric cure rate estimation under insufficient follow-up using
  extremes",2018-04-04
3279,Automated Discovery of Internet Censorship by Web Crawling,2018-04-09
3280,Adversarial Time-to-Event Modeling,2018-04-09
3281,A Scalable Discrete-Time Survival Model for Neural Networks,2018-05-02
3282,Estimation of Extreme Survival Probabilities with Cox Model,2018-05-04
3283,Property Testing of Planarity in the CONGEST model,2018-05-27
3284,On an extension of the promotion time cure model,2018-06-04
3285,"Optimal Balancing of Time-Dependent Confounders for Marginal Structural
  Models",2018-06-04
3286,Few Throats to Choke: On the Current Structure of the Internet,2018-06-19
3287,Linear Bandits with Stochastic Delayed Feedback,2018-07-05
3288,IV estimation of causal hazard ratio,2018-07-14
3289,Where The Light Gets In: Analyzing Web Censorship Mechanisms in India,2018-08-06
3290,"Locally $D$-optimal Designs for a Wider Class of Non-linear Models on
  the $k$-dimensional Ball with applications to logit and probit models",2018-09-20
3291,"Nonparametric Bayesian Lomax delegate racing for survival analysis with
  competing risks",2018-10-19
3292,"Exchangeable, Markov multi-state survival process",2018-10-24
3293,Joint Concordance Index,2018-10-26
3294,New Spacetimes for Rotating Dust in (2+1)-Dimensional General Relativity,2018-10-29
3295,"Reinforced urns and the subdistribution beta-Stacy process prior for
  competing risks analysis",2018-11-29
3296,"An improved fully nonparametric estimator of the marginal survival
  function based on case-control clustered data",2018-12-03
3297,"On High Dimensional Covariate Adjustment for Estimating Causal Effects
  in Randomized Trials with Survival Outcomes",2018-12-05
3298,Social security and labor absenteeism in a regional health service,2018-12-19
3299,"Gravitational Instabilities and Censorship of Large Scalar Field
  Excursions",2019-01-02
3300,Noise-tolerant fair classification,2019-01-30
3301,"Quantum-corrected black holes and naked singularities in
  (2+1)-dimensions",2019-02-05
3302,"Ensemble Prediction of Time to Event Outcomes with Competing Risks: A
  Case Study of Surgical Complications in Crohn's Disease",2019-02-07
3303,"Causal comparative effectiveness analysis of dynamic continuous-time
  treatment initiation rules with sparsely measured outcomes and death",2019-04-02
3304,"A Reproducing Kernel Hilbert Space log-rank test for the two-sample
  problem",2019-04-10
3305,"Independence Properties of the Truncated Multivariate Elliptical
  Distributions",2019-04-12
3306,"Achieving the Bayes Error Rate in Synchronization and Block Models by
  SDP, Robustly",2019-04-21
3307,Opacity and Effective Field Theory in Anti-de Sitter Backgrounds,2019-05-14
3308,Spectral Clustering of Signed Graphs via Matrix Power Means,2019-05-15
3309,"Colombian Women's Life Patterns: A Multivariate Density Regression
  Approach",2019-05-17
3310,"Quantifying and Detecting Individual Level `Always Survivor' Causal
  Effects Under `Truncation by Death' and Censoring Through Time",2019-05-27
3311,Overlearning Reveals Sensitive Attributes,2019-05-28
3312,"Semiparametric Analysis of the Proportional Likelihood Ratio Model and
  Omnibus Estimation Procedure",2019-06-03
3313,"Simultaneous Transformation and Rounding (STAR) Models for
  Integer-Valued Data",2019-06-27
3314,"A new reproducing kernel based nonlinear dimension reduction method for
  survival data",2019-09-05
3315,"A Wide and Deep Neural Network for Survival Analysis from Anatomical
  Shape and Tabular Clinical Data",2019-09-09
3316,"Nonparametric estimation of conditional cure models for heavy-tailed
  distributions and under insufficient follow-up",2019-09-18
3317,"Regression for Copula-linked Compound Distributions with Applications in
  Modeling Aggregate Insurance Claims",2019-10-13
3318,Continuous and Discrete-Time Survival Prediction with Neural Networks,2019-10-15
3319,"Net benefit separation and the determination curve: a probabilistic
  framework for cost-effectiveness estimation",2019-11-29
3320,"Robust Estimation and Variable Selection for the Accelerated Failure
  Time Model",2019-12-20
3321,"Robust Identification of Gene-Environment Interactions under
  High-Dimensional Accelerated Failure Time Models",2020-03-05
3322,Mixing times for the simple exclusion process with open boundaries,2020-03-08
3323,Variational Learning of Individual Survival Distributions,2020-03-09
3324,"New stochastic highway capacity estimation method and why product limit
  method is unsuitable",2020-03-11
3325,Systematic statistical analysis of microbial data from dilution series,2020-03-19
3326,"A generalised OMP algorithm for feature selection with application to
  gene expression data",2020-04-01
3327,Neural Conditional Event Time Models,2020-04-03
3328,"What You See and What You Don't See: The Hidden Moments of a Probability
  Distribution",2020-04-05
3329,Permutation inference in factorial survival designs with the CASANOVA,2020-04-22
3330,"A bimodal gamma distribution: Properties, regression model and
  applications",2020-04-26
3331,"Effectiveness of dismantling strategies on moderated vs. unmoderated
  online social platforms",2020-04-30
3332,"Cox regression analysis for distorted covariates with an unknown
  distortion function",2020-06-02
3333,Democratising blockchain: A minimal agency consensus model,2020-06-09
3334,"A Nonparametric Method for Value Function Guided Subgroup Identification
  via Gradient Tree Boosting for Censored Survival Data",2020-06-15
3335,"Planarity can be Verified by an Approximate Proof Labeling Scheme in
  Constant-Time",2020-06-21
3336,The Generalized Lasso with Nonlinear Observations and Generative Priors,2020-06-22
3337,not-MIWAE: Deep Generative Modelling with Missing not at Random Data,2020-06-23
3338,"Fitting inhomogeneous phase-type distributions to data: the univariate
  and the multivariate case",2020-06-23
3339,"Reading Between the Demographic Lines: Resolving Sources of Bias in
  Toxicity Classifiers",2020-06-29
3340,A Sampling Algorithm for Diffusion Networks,2020-07-13
3341,"merlin: An R package for Mixed Effects Regression for Linear, Nonlinear
  and User-defined models",2020-07-28
3342,Twenty-Two New Approximate Proof Labeling Schemes (Full Version),2020-07-28
3343,Power laws in the Roman Empire: a survival analysis,2020-08-21
3344,Bid Shading in The Brave New World of First-Price Auctions,2020-09-02
3345,Mortality modeling and regression with matrix distributions,2020-11-06
3346,Alternating cyclic extrapolation methods for optimization algorithms,2021-04-11
3347,A tractable Bayesian joint model for longitudinal and survival data,2021-04-22
3348,Regression Modeling for Recurrent Events Using R Package reReg,2021-04-23
3349,"Ranking of average treatment effects with generalized random forests for
  time-to-event outcomes",2021-04-27
3350,"When Curation Becomes Creation: Algorithms, Microcontent, and the
  Vanishing Distinction between Platforms and Creators",2021-07-01
3351,"One-step TMLE for targeting cause-specific absolute risks and survival
  curves",2021-07-04
3352,"Identifying optimally cost-effective dynamic treatment regimes with a
  Q-learning approach",2021-07-07
3353,"On the Selection of Loss Severity Distributions to Model Operational
  Risk",2021-07-08
3354,Individual Survival Curves with Conditional Normalizing Flows,2021-07-27
3355,Survival stacking: casting survival analysis as a classification problem,2021-07-28
3356,Non-parametric estimation of cumulative (residual) extropy,2021-08-13
3357,"UEFA EURO 2020: a ""pure game of chance""?",2022-03-14
3358,SurvCaus : Representation Balancing for Survival Causal Inference,2022-03-29
3359,"Survival Seq2Seq: A Survival Model based on Sequence to Sequence
  Architecture",2022-04-09
3360,Targeting functional parameters with semiparametric Bayesian inference,2022-04-21
3361,Confidence Band Estimation for Survival Random Forests,2022-04-26
3362,"Semiparametric transformation Model with measurement error in
  Covariates: An Instrumental variable approach",2022-04-27
3363,Distributed Inference for Spatial Extremes Modeling in High Dimensions,2022-04-29
3364,"Comparison of Effect Size Measures for Mediation Analysis of Survival
  Outcomes with Application to the Framingham Heart Study",2022-05-06
3365,"Treatment Effects in Bunching Designs: The Impact of Mandatory Overtime
  Pay on Hours",2022-05-20
3366,"Restricted mean survival time regression model with time-dependent
  covariates",2022-05-25
3367,Content Filtering with Inattentive Information Consumers,2022-05-27
3368,On Neumann Type Problems for nonlocal Equations set in a half Space,2011-12-02
3369,"A new model for NVSS galaxy catalogue using the redshift distribution
  and halo minimum mass",2013-12-02
3370,Machine Learning Techniques for Intrusion Detection,2013-12-08
3371,Lower Bounds for Structuring Unreliable Radio Networks,2014-08-04
3372,"Direct Bootstrapping and Permuting of Observations fail for
  Aalen-Johansen Estimators",2014-08-11
3373,Analysing Censorship Circumvention with VPNs via DNS Cache Snooping,2019-07-09
3374,DNNSurv: Deep Neural Networks for Survival Analysis Using Pseudo Values,2019-08-06
3375,"Bayesian Stacked Parametric Survival with Frailty Components and
  Interval Censored Failure Times",2019-08-29
3376,Yakovlev Promotion Time Cure Model with Local Polynomial Estimation,2019-11-02
3377,"Superiorization vs. Accelerated Convex Optimization: The
  Superiorized/Regularized Least-Squares Case",2019-11-13
3378,Sparse Hopsets in Congested Clique,2019-11-17
3379,"The Power and Pitfalls of Transparent Privacy Policies in Social
  Networking Service Platforms",2019-11-21
3380,Scalarized Black Hole dynamics in Einstein dilaton Gauss-Bonnet Gravity,2019-11-25
3381,"Predicting Regression Probability Distributions with Imperfect Data
  Through Optimal Transformations",2020-01-27
3382,"Random Bundle: Brain Metastases Segmentation Ensembling through
  Annotation Randomization",2020-02-23
3383,Small-mass naked singularities censored by the Higgs field,2020-02-25
3384,Multiscale Bayesian Survival Analysis,2020-05-06
3385,"Towards Better Graph Representation: Two-Branch Collaborative Graph
  Neural Networks for Multimodal Marketing Intention Detection",2020-05-13
3386,Causal inference for semi-competing risks data,2020-10-09
3387,"Augmented truncation approximations to the solution of Poisson's
  equation for Markov chains",2021-01-01
3388,A regression framework for a probabilistic measure of cost-effectiveness,2021-01-25
3389,"Robust Estimation of Loss Models for Lognormal Insurance Payment
  Severity Data",2021-03-02
3390,"Simulating time to event prediction with spatiotemporal echocardiography
  deep learning",2021-03-03
3391,"Identifying Principal Stratum Causal Effects Conditional on a
  Post-treatment Intermediate Response",2021-03-06
3392,"On a log-symmetric quantile tobit model applied to female labor supply
  data",2021-03-07
3393,"T-SCI: A Two-Stage Conformal Inference Algorithm with Guaranteed
  Coverage for Cox-MLP",2021-03-08
3394,Bayesian nonparametric dynamic hazard rates in evolutionary life tables,2021-03-11
3395,"Optimal stratification of survival data via Bayesian nonparametric
  mixtures",2021-03-16
3396,BoXHED2.0: Scalable boosting of dynamic survival analysis,2021-03-23
3397,"SparseConvMIL: Sparse Convolutional Context-Aware Multiple Instance
  Learning for Whole Slide Image Classification",2021-05-06
3398,"Asymptotic Properties of Penalized Spline Estimators in Concave Extended
  Linear Models: Rates of Convergence",2021-05-13
3399,"A consistent nonparametric test of the effect of dementia duration on
  mortality",2021-06-07
3400,A Deep Variational Approach to Clustering Survival Data,2021-06-10
3401,Federated Myopic Community Detection with One-shot Communication,2021-06-14
3402,"Dependent Dirichlet Processes for Analysis of a Generalized Shared
  Frailty Model",2021-09-08
3403,"Parametric study of E. coli incidence with reference to the New Zealand
  freshwater standards and the Manawatū-Whanganui region",2021-10-05
3404,"Potential theory of Dirichlet forms degenerate at the boundary: the case
  of no killing potential",2021-10-22
3405,Adaptive Data Debiasing through Bounded Exploration,2021-10-25
3406,Causal Mediation and Sensitivity Analysis for Mixed-Scale Data,2021-11-06
3407,"Kernel estimation of bivariate time-varying coefficient model for
  longitudinal data with terminal event",2021-11-09
3408,Asymptotics for Markov chain mixture detection,2021-11-24
3409,Utilizing Expert Opinion to inform Extrapolation of Survival Models,2021-12-04
3410,"Analyzing Highly Correlated Chemical Toxicants Associated with Time to
  Pregnancy Using Discrete Survival Frailty Modeling Via Elastic Net",2021-12-06
3411,"Doubly Robust Estimation of the Hazard Difference for Competing Risks
  Data",2021-12-17
3412,"AutoTransfer: Subject Transfer Learning with Censored Representations on
  Biosignals Data",2021-12-17
3413,"Variational Bayes for high-dimensional proportional hazards models with
  applications within gene expression",2021-12-19
3414,Babylon: Reusing Bitcoin Mining to Enhance Proof-of-Stake Security,2022-01-20
3415,"Covariate-Adjusted Log-Rank Test: Guaranteed Efficiency Gain and
  Universal Applicability",2022-01-28
3416,"Causal survival analysis under competing risks using longitudinal
  modified treatment policies",2022-02-07
3417,"Privacy-preserving estimation of an optimal individualized treatment
  rule : A case study in maximizing time to severe depression-related outcomes",2022-02-14
3418,"DeepPAMM: Deep Piecewise Exponential Additive Mixed Models for Complex
  Hazard Structures in Survival Analysis",2022-02-12
3419,"A sensitivity analysis approach for the causal hazard ratio in
  randomized and observational studies",2022-02-24
3420,Quantum Complexity of Weighted Diameter and Radius in CONGEST Networks,2022-06-06
3421,Estimating the Gains (and Losses) of Revenue Management,2022-06-09
3422,"Provable Guarantees for Sparsity Recovery with Deterministic Missing
  Data Patterns",2022-06-10
3423,Enriching Abusive Language Detection with Community Context,2022-06-16
3424,Symmetric generalized Heckman models,2022-06-21
3425,Causal Identification for Complex Functional Longitudinal Studies,2022-06-25
3426,Online Learning in Supply-Chain Games,2022-07-08
3427,Lapse risk modelling in insurance: a Bayesian mixture approach,2022-07-14
3428,Deep Learning-Based Discrete Calibrated Survival Prediction,2022-08-17
3429,Better Peer Grading through Bayesian Inference,2022-09-02
3430,Learning Consumer Preferences from Bundle Sales Data,2022-09-11
3431,"Efficient and accurate inference for mixtures of Mallows models with
  Spearman distance",2022-09-20
3432,Concordance based Survival Cobra with regression type weak learners,2022-09-24
3433,Factor-Augmented Regularized Model for Hazard Regression,2022-10-03
3434,"Self-Censorship Under Law: A Case Study of the Hong Kong National
  Security Law",2022-10-20
3435,"Integrated Brier Score based Survival Cobra -- A regression based
  approach",2022-10-21
3436,"A large class of nonlocal elliptic equations with singular
  nonlinearities",2022-11-12
3437,"Penalized Variable Selection with Broken Adaptive Ridge Regression for
  Semi-competing Risks Data",2022-11-17
3438,"BENK: The Beran Estimator with Neural Kernels for Estimating the
  Heterogeneous Treatment Effect",2022-11-19
3439,"How We Express Ourselves Freely: Censorship, Self-censorship, and
  Anti-censorship on a Chinese Social Media",2022-11-24
3440,"Surrogacy Validation for Time-to-Event Outcomes with Illness-Death
  Frailty Models",2022-11-28
3441,"Identification of time-varying counterfactual parameters in nonlinear
  panel models",2022-12-18
3442,"Guarantees for Comprehensive Simulation Assessment of Statistical
  Methods",2022-12-20
3443,Synopsis: Sequential Decision Problems with Weak Feedback,2022-12-22
3444,Sequential Decision Problems with Weak Feedback,2022-12-22
3445,Regularized Nonsmooth Newton Algorithms for Best Approximation,2022-12-26
3446,"Improved inference for MCP-Mod approach for time-to-event endpoints with
  small sample sizes",2023-01-01
3447,"Community Detection with Known, Unknown, or Partially Known Auxiliary
  Latent Variables",2023-01-08
3448,"Synthcity: facilitating innovative use cases of synthetic data in
  different data modalities",2023-01-18
3449,Principal Stratification with Time-to-Event Outcomes,2023-01-18
3450,An MCMC Approach to Classical Estimation,2023-01-18
3451,Heterogeneous Datasets for Federated Survival Analysis Simulation,2023-01-28
3452,"Optimal subsampling for the Cox proportional hazards model with massive
  survival data",2023-02-05
3453,"Multicategory Matched Learning for Estimating Optimal Individualized
  Treatment Rules in Observational Studies with Application to a Hepatocellular
  Carcinoma Study",2023-02-10
3454,Smooth Backfitting for Additive Hazard Rates,2023-02-19
3455,Finding a Small Vertex Cut on Distributed Networks,2023-02-22
3456,"Mixture of regressions with multivariate responses for discovering
  subtypes in Alzheimer's biomarkers with detection limits",2023-03-01
3457,Discrete-time Competing-Risks Regression with or without Penalization,2023-03-02
3458,Erasing Concepts from Diffusion Models,2023-03-13
3459,Translating predictive distributions into informative priors,2023-03-15
3460,"Estimating Censored Spatial-Temporal Demand with Applications to Shared
  Micromobility",2023-03-17
3461,"Targeted Maximum Likelihood Based Estimation for Longitudinal Mediation
  Analysis",2023-04-11
3462,"Efficient Estimation in Extreme Value Regression Models of Hedge Fund
  Tail Risks",2023-04-14
3463,"The Unintended Consequences of Censoring Digital Technology -- Evidence
  from Italy's ChatGPT Ban",2023-04-18
3464,Maybenot: A Framework for Traffic Analysis Defenses,2023-04-19
3465,Censoring chemical data to mitigate dual use risk,2023-04-20
3466,Neural Fine-Gray: Monotonic neural networks for competing risks,2023-05-11
3467,Smooth hazards with multiple time scales,2023-05-16
3468,"Nonparametric estimation of the interventional disparity indirect effect
  among the exposed",2023-05-17
3469,Deep Learning for Survival Analysis: A Review,2023-05-24
3470,The climate niche of Homo Sapiens,2023-05-22
3471,"Transformer-based Time-to-Event Prediction for Chronic Kidney Disease
  Deterioration",2023-06-09
3472,"Bayesian inference for high-dimensional discrete-time epidemic models:
  spatial dynamics of the UK COVID-19 outbreak",2023-06-09
3473,"Multivariate Rank-Based Analysis of Multiple Endpoints in Clinical
  Trials: A Global Test Approach",2023-06-27
3474,Stationarity with Occasionally Binding Constraints,2023-07-12
3475,A Statistical View of Column Subset Selection,2023-07-24
3476,"Identification of Parkinson's Disease Subtypes with Divisive
  Hierarchical Bayesian Clustering for Longitudinal and Time-to-Event Data",2023-08-03
3477,"A Study of China's Censorship and Its Evasion Through the Lens of Online
  Gaming",2023-08-05
3478,"Spatial wildfire risk modeling using mixtures of tree-based multivariate
  Pareto distributions",2023-08-07
3479,"Kernel meets sieve: transformed hazards models with sparse longitudinal
  covariates",2023-08-29
3480,"Direct and Indirect Treatment Effects in the Presence of Semi-Competing
  Risks",2023-09-04
3481,"Instrumental variable estimation of the proportional hazards model by
  presmoothing",2023-09-05
3482,PTPerf: On the performance evaluation of Tor Pluggable Transports,2023-09-26
3483,A Pseudo-likelihood Approach to Under-5 Mortality Estimation,2023-10-17
3484,Parametric model for post-processing visibility ensemble forecasts,2023-10-25
3485,Wild Bootstrap for Counting Process-Based Statistics,2023-10-26
3486,"Maximum Likelihood Estimation of Flexible Survival Densities with
  Importance Sampling",2023-11-03
3487,GPT4All: An Ecosystem of Open Source Compressed Language Models,2023-11-06
3488,Removing RLHF Protections in GPT-4 via Fine-Tuning,2023-11-09
3489,Efficient Case-Cohort Design using Balanced Sampling,2023-11-10
3490,"Bayesian inference of a new Mallows model for characterising symptom
  sequences applied in primary progressive aphasia",2023-11-22
3491,Dynamic Operating Envelopes Embedded Peer-to-Peer-to-Grid Energy Trading,2023-11-23
3492,"Was Javert right to be suspicious? Unpacking treatment effect
  heterogeneity of alternative sentences on time-to-recidivism in Brazil",2023-11-23
3493,Just add WATER: WebAssembly-based Circumvention Transports,2023-11-30
3494,Spline-Based Multi-State Models for Analyzing Disease Progression,2023-12-08
3495,"ICTSurF: Implicit Continuous-Time Survival Functions with Neural
  Networks",2023-12-10
3496,"Composite Survival Analysis: Learning with Auxiliary Aggregated
  Baselines and Survival Scores",2023-12-10
3497,"The performance of multiple language models in identifying offensive
  language on social media",2023-12-10
3498,"Testing similarity of parametric competing risks models for identifying
  potentially similar pathways in healthcare",2024-01-09
3499,"Accelerated Bregmann divergence optimization with SMART: an information
  geometry point of view",2024-01-10
3500,Robust Analysis of Short Panels,2024-01-12
3501,"Nonparametric covariate hypothesis tests for the cure rate in mixture
  cure models",2024-01-30
3502,npcure: An R Package for Nonparametric Inference in Mixture Cure Models,2024-01-30
3503,Cure models to estimate time until hospitalization due to COVID-19,2024-01-30
3504,"Adaptive Accelerated Failure Time modeling with a Semiparametric Skewed
  Error Distribution",2024-02-03
3505,Online Learning Approach for Survival Analysis,2024-02-07
3506,"A product-limit estimator of the conditional survival function when cure
  status is partially known",2024-02-10
3507,Generating Survival Interpretable Trajectories and Data,2024-02-19
3508,Penalized Generative Variable Selection,2024-02-26
3509,Tobit models for count time series,2024-03-01
3510,"Bayesian prediction regions and density estimation with type-2 censored
  data",2024-03-11
3511,"Evaluation and comparison of covariate balance metrics in studies with
  time-dependent confounding",2024-03-13
3512,On Training Survival Models with Scoring Rules,2024-03-19
3513,"NLP Systems That Can't Tell Use from Mention Censor Counterspeech, but
  Teaching the Distinction Helps",2024-04-02
