,titles,dates
1086,"Learning differential equation models from stochastic agent-based model
  simulations",2020-11-16
1087,A comparison of limited-stretch models of rubber elasticity,2020-05-19
1088,"Model Multiplicity (UML) Versus Model Singularity in System Requirements
  and Design",2021-05-03
1089,Which cosmological models -- with dark energy or modified FRW dynamics?,2005-09-15
1090,Renormalized expansion for matrix models,1994-06-23
1091,Mapping of the Calogero-Sutherland model to the Gaussian model,1996-03-31
1092,On Ising and dimer models in two and three dimensions,2002-12-16
1093,"CP violation in $B_{d,s}\to l^+l^-$",2002-11-09
1094,Grand unified models and cosmology,2006-04-28
1095,"Explicit thermostatics of certain classical one-dimensional lattice
  models by harmonic analysis",1994-03-28
1096,Quasi-Exactly Solvable Models with Spin-Orbital Interaction,1998-10-07
1097,Strict model structures for pro-categories,2001-08-28
1098,"Coalescence, Percolation and Nuclear Multifragmentation",1992-10-30
1099,Standard Model plus Gravity from Octonion Creators and Annihilators,1995-03-12
1100,"A review of wildland fire spread modelling, 1990-present 3: Mathematical
  analogues and simulation models",2007-06-28
1101,HEIDI and the unparticle,2007-07-12
1102,Horizontal Branch stars as AmFm/HgMn stars,2008-02-12
1103,Simplified PMT Model,2008-09-24
1104,On Ground States of Rozikov Model on the Cayley Tree,2009-03-17
1105,"Ergodicity of a stress release point process seismic model with
  aftershocks",2009-12-03
1106,On some mathematical model of turbulent flow with intensive selfmixing,2011-07-27
1107,A Model Structure on the Category of Topological Categories,2011-10-12
1108,HOD in natural models of AD^+,2012-01-30
1109,A New Unified Dark Fluid Model and Its Cosmic Constraint,2012-10-19
1110,"The role of the Model Validation function to manage and mitigate model
  risk",2012-10-21
1111,"Investigating Mathematical Models of Immuno-Interactions with
  Early-Stage Cancer under an Agent-Based Modelling Perspective",2013-05-31
1112,"Modeling and forecasting electricity spot prices: A functional data
  perspective",2013-10-06
1113,On ground model definability,2013-11-26
1114,Time-dependent Heston model,2014-02-23
1115,Information topology identifies emergent model classes,2014-09-22
1116,"Converting a Systems Dynamic Model to an Agent-based model for studying
  the Bicoid morphogen gradient in Drosophila embryo",2014-12-17
1117,"Young's experiment scheme modification for a possible observation of
  ""soliton"" interference model",2015-08-27
1118,Recommender systems inspired by the structure of quantum theory,2016-01-22
1119,"Response statistics dissect the contributions of different sources of
  variability to population activity in V1",2016-05-28
1120,Saliency Integration: An Arbitrator Model,2016-08-04
1121,"Coupled and decoupled impedance models compared in power electronics
  systems",2016-10-17
1122,"Linear, Machine Learning and Probabilistic Approaches for Time Series
  Analysis",2017-02-26
1123,Social Discrete Choice Models,2017-03-22
1124,Phylogenetic complexity of the Kimura 3-parameter model,2017-04-09
1125,"Spatio-temporal analysis of regional unemployment rates: A comparison of
  model based approaches",2017-04-19
1126,An online sequence-to-sequence model for noisy speech recognition,2017-06-16
1127,A Contemporary Overview of Probabilistic Latent Variable Models,2017-06-25
1128,Minimal models of semi-log-canonical pairs,2017-09-11
1129,"Distill-and-Compare: Auditing Black-Box Models Using Transparent Model
  Distillation",2017-10-17
1130,Modeling Graphs Using a Mixture of Kronecker Models,2017-10-19
1131,"Building competitive direct acoustics-to-word models for English
  conversational speech recognition",2017-12-08
1132,"Partially Specified Spatial Autoregressive Model with Artificial Neural
  Network",2018-01-24
1133,Manipulating and Measuring Model Interpretability,2018-02-21
1134,"Modeling the spatio-temporal dynamics of land use change with recurrent
  neural networks",2018-03-29
1135,"Unwinding the model manifold: choosing similarity measures to remove
  local minima in sloppy dynamical systems",2018-05-30
1136,"EGBTER: Capturing degree distribution, clustering coefficients, and
  community structure in a single random graph model",2018-08-03
1137,Models of representations and Langlands functoriality,2018-08-14
1138,Empirical likelihood for linear models with spatial errors,2018-08-27
1139,"MULDEF: Multi-model-based Defense Against Adversarial Examples for
  Neural Networks",2018-08-31
1140,"Model confidence sets and forecast combination: An application to
  age-specific mortality",2018-09-28
1141,Is Neuron Made from Mathematics?,2018-10-09
1142,Enhancing gravitational waveform models through dynamic calibration,2018-10-16
1143,Verification of deep probabilistic models,2018-12-06
1144,Learning Private Neural Language Modeling with Attentive Aggregation,2018-12-17
1145,"A generalized lattice Boltzmann model for fluid flow system and its
  application in two-phase flows",2019-02-24
1146,Essence Knowledge Distillation for Speech Recognition,2019-06-26
1147,"Semantics of HTS AC loss modelling: Theories, models and experiments",2019-06-18
1148,Modelling our Galaxy,2019-09-05
1149,Explicit-Duration Markov Switching Models,2019-09-12
1150,Equivalent CM Models,2019-10-27
1151,Model Assertions for Monitoring and Improving ML Models,2020-03-03
1152,"Neural network based terramechanics modeling and estimation for
  deformable terrains",2020-03-03
1153,"Energy Predictive Models for Convolutional Neural Networks on Mobile
  Platforms",2020-04-10
1154,Local Model Feature Transformations,2020-04-13
1155,Federated Learning With Quantized Global Model Updates,2020-06-18
1156,"Deep or Simple Models for Semantic Tagging? It Depends on your Data
  [Experiments]",2020-07-11
1157,"Which Kind Is Better in Open-domain Multi-turn Dialog,Hierarchical or
  Non-hierarchical Models? An Empirical Study",2020-08-07
1158,"Finding Reproduction Numbers for Epidemic Models & Predator-Prey Models
  of Arbitrary Finite Dimension Using The Generalized Linear Chain Trick",2020-08-15
1159,"Improved End-to-End Dysarthric Speech Recognition via Meta-learning
  Based Model Re-initialization",2020-11-03
1160,"Surrogate-based Bayesian Comparison of Computationally Expensive Models:
  Application to Microbially Induced Calcite Precipitation",2020-11-25
1161,"Analytical Models of the Performance of IEEE 802.11p Vehicle to Vehicle
  Communications",2021-04-16
1162,Localisation of cubical model categories,2021-04-19
1163,"Cognitive cascades: How to model (and potentially counter) the spread of
  fake news",2021-07-06
1164,Cosmology with a new f(R) gravity model in Palatini formalism,2021-08-03
1165,"A hydraulic model outperforms work-balance models for predicting
  recovery kinetics from intermittent exercise",2021-08-10
1166,"Wall-modeled large-eddy simulation of three-dimensional turbulent
  boundary layer in a bent square duct",2022-04-01
1167,Model $\infty$-categories II: Quillen adjunctions,2015-10-15
1168,"Model reduction for coupled free flow over porous media: a hybrid
  dimensional pore network model approach",2019-08-05
1169,"Selection of Exponential-Family Random Graph Models via Held-Out
  Predictive Evaluation (HOPE)",2019-08-16
1170,Improving Fictitious Play Reinforcement Learning with Expanding Models,2019-11-27
1171,"Avoiding Unnecessary Information Loss: Correct and Efficient Model
  Synchronization Based on Triple Graph Grammars",2020-05-29
1172,"Context-aware surrogate modeling for balancing approximation and
  sampling costs in multi-fidelity importance sampling and Bayesian inverse
  problems",2020-10-22
1173,Teacher Model Fingerprinting Attacks Against Transfer Learning,2021-06-23
1174,"Towards Measuring and Quantifying the Comprehensibility of Process
  Models -- The Process Model Comprehension Framework",2021-06-24
1175,"A Support Vector Machine Based Cure Rate Model For Interval Censored
  Data",2021-09-02
1176,Multihop: Leveraging Complex Models to Learn Accurate Simple Models,2021-09-14
1177,"Symbolic Knowledge Distillation: from General Language Models to
  Commonsense Models",2021-10-14
1178,"Dynamical analysis of a generalized hepatitis B epidemic model and its
  dynamically consistent discrete model",2021-12-12
1179,"Self-Distillation Mixup Training for Non-autoregressive Neural Machine
  Translation",2021-12-22
1180,"Reliability Estimation of an Advanced Nuclear Fuel using Coupled Active
  Learning, Multifidelity Modeling, and Subset Simulation",2022-01-06
1181,The grammar of the Ising model: A new complexity hierarchy,2022-08-17
1182,Model Theory of Scattered Piecewise Interpretable Hilbert Spaces,2022-09-12
1183,The Model Forest Ensemble Kalman Filter,2022-10-21
1184,Artificial Interrogation for Attributing Language Models,2022-11-20
1185,MiLMo:Minority Multilingual Pre-trained Language Model,2022-12-04
1186,Dataless Knowledge Fusion by Merging Weights of Language Models,2022-12-19
1187,"Safer Together: Machine Learning Models Trained on Shared Accident
  Datasets Predict Construction Injuries Better than Company-Specific Models",2023-01-09
1188,Specializing Smaller Language Models towards Multi-Step Reasoning,2023-01-30
1189,"Generating Subsurface Earth Models using Discrete Representation
  Learning and Deep Autoregressive Network",2023-02-06
1190,"Domain-adapted large language models for classifying nuclear medicine
  reports",2023-03-01
1191,"Control-oriented modeling of a LiBr/H2O absorption heat pumping device
  and experimental validation",2023-03-27
1192,"Models as Agents: Optimizing Multi-Step Predictions of Interactive Local
  Models in Model-Based Multi-Agent Reinforcement Learning",2023-03-31
1193,GrOVe: Ownership Verification of Graph Neural Networks using Embeddings,2023-04-17
1194,"Dynamical process of a bit-width reduced Ising model with simulated
  annealing",2023-04-25
1195,"ModelObfuscator: Obfuscating Model Information to Protect Deployed
  ML-based Systems",2023-06-01
1196,"A Systematic Survey of Prompt Engineering on Vision-Language Foundation
  Models",2023-07-24
1197,"Towards Few-Call Model Stealing via Active Self-Paced Knowledge
  Distillation and Diffusion-Based Image Generation",2023-09-29
1198,"The Emergence of Reproducibility and Generalizability in Diffusion
  Models",2023-10-08
1199,"On the Model Update Strategies for Supervised Learning in AIOps
  Solutions",2023-11-06
1200,"Wrapper Boxes: Faithful Attribution of Model Predictions to Training
  Data",2023-11-15
1201,"ECLM: Efficient Edge-Cloud Collaborative Learning with Continuous
  Environment Adaptation",2023-11-18
1202,Model Breadcrumbs: Scaling Multi-Task Model Merging with Sparse Masks,2023-12-11
1203,"Downstream Task-Oriented Generative Model Selections on Synthetic Data
  Training for Fraud Detection Models",2024-01-01
1204,Towards Scalable and Robust Model Versioning,2024-01-17
1205,What's documented in AI? Systematic Analysis of 32K AI Model Cards,2024-02-07
1206,"Towards Robust Car Following Dynamics Modeling via Blackbox Models:
  Methodology, Analysis, and Recommendations",2024-02-11
1207,On energy-aware hybrid models,2024-02-20
1208,"Wisdom of Committee: Distilling from Foundation Model to Specialized
  Application Model",2024-02-21
1209,"Precise Extraction of Deep Learning Models via Side-Channel Attacks on
  Edge/Endpoint Devices",2024-03-05
1210,"Bridging Different Language Models and Generative Vision Models for
  Text-to-Image Generation",2024-03-12
1211,Spatio-temporal Occupancy Models with INLA,2024-03-15
1212,"A transformer-based neural operator for large-eddy simulation of
  turbulence",2024-03-24
1213,Model Selection with Model Zoo via Graph Learning,2024-04-05
1214,"Are EEG Sequences Time Series? EEG Classification with Time Series
  Models and Joint Subject Training",2024-04-10
1215,"Graph neural network-based surrogate modelling for real-time hydraulic
  prediction of urban drainage networks",2024-04-16
1216,Proteus: Preserving Model Confidentiality during Graph Optimizations,2024-04-18
1217,EMR-Merging: Tuning-Free High-Performance Model Merging,2024-05-23
1218,"Likelihood-based inference, identifiability and prediction using count
  data from lattice-based random walk models",2024-06-24
1219,"S2D: Sorted Speculative Decoding For More Efficient Deployment of Nested
  Large Language Models",2024-07-02
1220,MUSCLE: A Model Update Strategy for Compatible LLM Evolution,2024-07-12
1221,"Combining Climate Models using Bayesian Regression Trees and Random
  Paths",2024-07-18
1222,"NeuralFactors: A Novel Factor Learning Approach to Generative Modeling
  of Equities",2024-08-02
1223,"MAO: A Framework for Process Model Generation with Multi-Agent
  Orchestration",2024-08-04
1224,An End-to-End Model for Photo-Sharing Multi-modal Dialogue Generation,2024-08-16
1225,"Enabling Small Models for Zero-Shot Selection and Reuse through Model
  Label Learning",2024-08-21
1226,"Integral models of Shimura varieties with parahoric level structure, II",2024-09-05
1227,"Using Generative Models to Produce Realistic Populations of the United
  Kingdom Windstorms",2024-09-16
1228,"Scaling Smart: Accelerating Large Language Model Pre-training with Small
  Model Initialization",2024-09-19
1229,"EvolveDirector: Approaching Advanced Text-to-Image Generation with Large
  Vision-Language Models",2024-10-09
1230,AVID: Adapting Video Diffusion Models to World Models,2024-10-01
1231,"Scaling Diffusion Language Models via Adaptation from Autoregressive
  Models",2024-10-23
1232,"Backdoor in Seconds: Unlocking Vulnerabilities in Large Pre-trained
  Models via Model Editing",2024-10-23
1233,"Exploring the Knowledge Mismatch Hypothesis: Hallucination Propensity in
  Small Models Fine-tuned on Data from Larger Models",2024-10-31
1234,"Intertwining vectors, and Boltzmann weight matrices, of a Solid-on-Solid
  model from the 20-vertex model",2024-12-05
1235,"SleeperMark: Towards Robust Watermark against Fine-Tuning Text-to-image
  Diffusion Models",2024-12-06
1236,You Only Submit One Image to Find the Most Suitable Generative Model,2024-12-16
1237,"An Efficient Attention Mechanism for Sequential Recommendation Tasks:
  HydraRec",2025-01-02
1238,Towards Automation of Cognitive Modeling using Large Language Models,2025-02-02
1239,"Realistic Image-to-Image Machine Unlearning via Decoupling and Knowledge
  Retention",2025-02-06
1240,"Are all models wrong? Fundamental limits in distribution-free empirical
  model falsification",2025-02-10
1241,T-calibration in semi-parametric models,2025-02-17
1242,"Symmetries, invariants and cascades in a shell model of turbulence",1998-10-30
1243,Ising Model and L - Function,2000-01-31
1244,"SimLab 1.1, Software for Sensitivity and Uncertainty Analysis, tool for
  sound modelling",2000-11-21
1245,Probing Supersymmetric Flavor Models with $ε'/ε$,1999-08-17
1246,Distinguishing Between Hierarchical and Lop-sided SO(10) Models,2005-07-26
1247,Classical and Quantum Intertwine,1993-09-21
1248,"Algebraic construction of quantum integrable models including
  inhomogeneous models",1999-09-08
1249,Model theory of valued fields,2003-11-25
1250,Optimal predictive model selection,2004-06-23
1251,Mathematical Model of Shock Waves,2001-01-29
1252,Comparative analysis of some models of mixed-substrate microbial growth,2005-09-29
1253,A method for representing and developing process models,2006-05-16
1254,Formal context for cryptographic models,2000-11-08
1255,On Questions of Non-Locality in our EPR model,2002-09-06
1256,Attractors for a deconvolution model of turbulence,2008-04-10
1257,Effective lambda-models vs recursively enumerable lambda-theories,2008-06-13
1258,Bayesian evidence for finite element model updating,2008-10-15
1259,Symbolic model checking of tense logics on rational Kripke models,2008-10-30
1260,"Computations of Greeks in stochastic volatility models via the Malliavin
  calculus",2009-04-21
1261,A Graph Model for Imperative Computation,2009-10-28
1262,Modelling Mobility: A Discrete Revolution,2010-02-04
1263,Solvable model of a self-gravitating system,2010-03-09
1264,"A macroscopic model for a system of swarming agents using curvature
  control",2010-10-26
1265,Spin models as microfoundation of macroscopic financial market models,2011-03-28
1266,"Polar Field Puzzle: Solutions from Flux-Transport Dynamo and Surface
  Transport Models",2011-04-01
1267,Effective Dimensions of Hierarchical Latent Class Models,2011-06-30
1268,"Compositional Model Repositories via Dynamic Constraint Satisfaction
  with Order-of-Magnitude Preferences",2011-06-30
1269,A Comparison of Different Machine Transliteration Models,2011-10-06
1270,"Comparison of Radio Propagation Models for Long Term Evolution (LTE)
  Network",2011-10-07
1271,"Using Built-In Domain-Specific Modeling Support to Guide Model-Based
  Test Generation",2012-02-28
1272,Learning in the Model Space for Fault Diagnosis,2012-10-31
1273,"Approximate deconvolution large eddy simulation of a stratified
  two-layer quasigeostrophic ocean model",2012-12-01
1274,Mixture Model Averaging for Clustering,2012-12-23
1275,Models and Selection Criteria for Regression and Classification,2013-02-06
1276,The Elliptic Function in Statistical Integrable Models II,2013-02-27
1277,Software Testing Models Against Information Security Requirements,2013-06-08
1278,"Complex order-parameter phase-field models derived from structural
  phase-field-crystal models",2013-07-09
1279,"Extendability in the Sheaf-theoretic Approach: Construction of Bell
  Models from Kochen-Specker Models",2014-02-19
1280,"R-vine Models for Spatial Time Series with an Application to Daily Mean
  Temperature",2014-03-14
1281,"Quasi Steady-State Model for Power System Stability: Limitations,
  Analysis and a Remedy",2014-05-06
1282,Flip-Flop Sublinear Models for Graphs: Proof of Theorem 1,2014-05-30
1283,Continuous representation for shell models of turbulence,2014-09-16
1284,"On a molecular based Q-tensor model for liquid crystals with density
  variations",2014-10-07
1285,Logics of Temporal-Epistemic Actions,2014-11-23
1286,"A new hierarchy of phylogenetic models consistent with heterogeneous
  substitution rates",2014-12-04
1287,Equivalence of Fluid Models for $G_t/GI/N+GI$ Queues,2015-02-02
1288,"Towards a physics-based modelling of the electro-mechanical coupling in
  EAPs",2015-02-03
1289,Effective spin-fermion model for strongly correlated electrons,2015-02-20
1290,"Lattice Model with Nearest-Neighbor and Next-Nearest-Neighbor
  Interactions for Gradient Elasticity",2015-03-12
1291,Are Markov Models Effective for Storage Reliability Modelling?,2015-03-27
1292,"A Hybrid Model for Enhancing Lexical Statistical Machine Translation
  (SMT)",2015-06-03
1293,Data-driven modelling of biological multi-scale processes,2015-06-21
1294,Smoothing parameter and model selection for general smooth models,2015-11-12
1295,Modeling Styles in Business Process Modeling,2015-11-11
1296,Systematically Deriving Domain-Specific Transformation Languages,2015-11-17
1297,Collisional transport across the magnetic field in drift-fluid models,2015-12-23
1298,"Robustness Metric for Quantifying Causal Model Confidence and Parameter
  Uncertainty",2016-02-06
1299,"Filterbased Stochastic Volatility in Continuous-Time Hidden Markov
  Models",2016-02-17
1300,"Image Restoration: A General Wavelet Frame Based Model and Its
  Asymptotic Analysis",2016-02-17
1301,"An analytical model for the influence of contact resistance on
  thermoelectric efficiency",2016-05-09
1302,"Manifold boundaries give ""gray-box"" approximations of complex models",2016-05-27
1303,OpenSalicon: An Open Source Implementation of the Salicon Saliency Model,2016-06-01
1304,"Mean-parametrized Conway-Maxwell-Poisson regression models for dispersed
  counts",2016-06-10
1305,"Variable selection and structure identification for varying coefficient
  Cox models",2016-07-19
1306,"A New f(R) Model in the Light of Local Gravity Test and Late-time
  Cosmology",2016-07-05
1307,Basis-Function Modeling of Loudness Variations in Ensemble Performance,2016-12-16
1308,"Model selection for dynamical systems via sparse regression and
  information criteria",2017-01-06
1309,Ising spin glasses in dimension two; universality and non-universality,2017-01-09
1310,"Multivariate predictions of local reduced-order-model errors and
  dimensions",2017-01-13
1311,"A k-Inflated Negative Binomial Mixture Regression Model: Application to
  Rate--Making Systems",2017-01-19
1312,One evaluation of model-based testing and its automation,2017-01-24
1313,"On the Futility of Learning Complex Frame-Level Language Models for
  Chord Recognition",2017-02-01
1314,"Evaluation of time series models under non-stationarity with application
  to the comparison of regional climate models",2017-02-02
1315,A Collapsed Generalized Aw-Rascle-Zhang Model and Its Model Accuracy,2017-02-13
1316,"Spatial Models with the Integrated Nested Laplace Approximation within
  Markov Chain Monte Carlo",2017-02-13
1317,"Development and Evaluation of Two Learning-Based Personalized Driver
  Models for Car-Following Behaviors",2017-03-10
1318,Model selection and model averaging in MACML-estimated MNP models,2017-04-01
1319,SYK-like Tensor Models on the Lattice,2017-05-03
1320,"Insert ""Price"" to Coxian Phase-Type Models: An Application to Hospital
  Charge and Length of Stay Data",2017-05-28
1321,Quartic Tensor Models,2017-06-23
1322,Weighted-SVD: Matrix Factorization with Weights on the Latent Factors,2017-10-02
1323,A nonlinear discrete-velocity relaxation model for traffic flow,2017-10-17
1324,"An approach for identifying sources of inadequacy and upgrades in models
  with high-dimensional outputs and boundary conditions",2017-10-18
1325,"Local probes strongly favor $Λ$CDM against power-law and $R_h=ct$
  universe",2017-11-14
1326,Optical models for thin layers,2018-01-01
1327,"The Fermi-Pasta-Ulam problem and its underlying integrable dynamics: an
  approach through Lyapunov Exponents",2018-01-16
1328,Updated Model of the Solar Energetic Proton Environment in Space,2018-01-16
1329,Communication Model-Task Pairing in Artificial Swarm Design,2018-01-22
1330,The Impact of Correlated Metrics on Defect Models,2018-01-31
1331,"Analysis and computation of some tumor growth models with nutrient: from
  cell density models to free boundary dynamics",2018-02-02
1332,"New Models for Generating Hard Random Boolean Formulas and Disjunctive
  Logic Programs",2018-02-11
1333,"Distilling Knowledge Using Parallel Data for Far-field Speech
  Recognition",2018-02-20
1334,On Modular Training of Neural Acoustics-to-Word Model for LVCSR,2018-03-03
1335,"An iterative nonlocal residual constitutive model for nonlocal
  elasticity",2018-03-23
1336,Arithmetic models for Shimura varieties,2018-04-12
1337,Considerations Regarding the Modelling of Wind Energy Conversion Systems,2018-04-18
1338,Using Statistical and Semantic Models for Multi-Document Summarization,2018-05-11
1339,Chirp-like model and its parameter estimation,2018-05-16
1340,Gated Recurrent Unit Based Acoustic Modeling with Future Context,2018-05-18
1341,Multi-model inference through projections in model space,2018-05-22
1342,Lip Reading Using Convolutional Auto Encoders as Feature Extractor,2018-05-31
1343,"CID Models on Real-world Social Networks and Goodness of Fit
  Measurements",2018-06-12
1344,Formal Semantics of Architectural Decision Models,2018-07-08
1345,"From Nonlinear Identification to Linear Parameter Varying Models:
  Benchmark Examples",2018-09-13
1346,Model-Based Reinforcement Learning via Meta-Policy Optimization,2018-09-14
1347,"Automatic Generation of Adaptive Network Models based on Similarity to
  the Desired Complex Network",2018-10-03
1348,A Bidomain Model for Lens Microcirculation,2018-10-09
1349,"Meta-modeling game for deriving theoretical-consistent,
  micro-structural-based traction-separation laws via deep reinforcement
  learning",2018-10-24
1350,Analyzing Compositionality-Sensitivity of NLI Models,2018-11-16
1351,"Linear Second Order Energy Stable Schemes of Phase Field Model with
  Nonlocal Constraints for Crystal Growth",2018-12-10
1352,"A Bi-model based RNN Semantic Frame Parsing Model for Intent Detection
  and Slot Filling",2018-12-26
1353,"Systematic extension of the Cahn-Hilliard model for motility-induced
  phase separation",2019-01-10
1354,"On the Choice of Modeling Unit for Sequence-to-Sequence Speech
  Recognition",2019-02-05
1355,"Formalizing Cyber--Physical System Model Transformation via Abstract
  Interpretation",2019-02-20
1356,Planning with Expectation Models,2019-04-02
1357,Matrix Modeling of Energy Hub with Variable Energy Efficiencies,2019-04-11
1358,Combating the Compounding-Error Problem with a Multi-step Model,2019-05-30
1359,"A robust direct modeling method for quadric B-rep models based on
  geometry-topology inconsistency tracking",2019-06-20
1360,"Combination of Unified Embedding Model and Observed Features for
  Knowledge Graph Completion",2019-09-09
1361,"Integrating Source-channel and Attention-based Sequence-to-sequence
  Models for Speech Recognition",2019-09-14
1362,"Leveraging the Template and Anchor Framework for Safe, Online Robotic
  Gait Design",2019-09-24
1363,LIMIS: Locally Interpretable Modeling using Instance-wise Subsampling,2019-09-26
1364,"Service-Dominant Business Model Financial Validation: Cost-Benefit
  Analysis with Business Processes and Service- Dominant Business Models",2019-09-26
1365,"Modeling, Identification and Control of Model Jet Engines for Jet
  Powered Robotics",2019-09-29
1366,"Multi-channel Time-Varying Covariance Matrix Model for Late
  Reverberation Reduction",2019-10-19
1367,Empirical Validation of the Ising Galaxy Bias Model,2019-12-11
1368,"Optimization of Model Parameters, Uncertainty Quantification and
  Experimental Designs for a Global Marine Biogeochemical Model",2019-12-13
1369,"Tool Support for Validation of Formal System Models: Interactive
  Visualization and Requirements Traceability",2019-12-23
1370,Cross Architectural Power Modelling,2020-03-17
1371,A novel discrete grey seasonal model and its applications,2020-03-25
1372,"The impacts of asymmetry on modeling and forecasting realized volatility
  in Japanese stock markets",2020-05-30
1373,"A posteriori tests of subgrid-scale models in an isothermal turbulent
  channel flow",2020-06-08
1374,A flexible parametric accelerated failure time model,2020-06-11
1375,"Scalable model selection for spatial additive mixed modeling:
  application to crime analysis",2020-08-08
1376,"Probabilistic Predictions of People Perusing: Evaluating Metrics of
  Language Model Performance for Psycholinguistic Modeling",2020-09-08
1377,"Comparative Study of Language Models on Cross-Domain Data with Model
  Agnostic Explainability",2020-09-09
1378,Multi-Central Differential Privacy,2020-09-11
1379,"Learning to Attack: Towards Textual Adversarial Attacking in Real-world
  Situations",2020-09-19
1380,DRF: A Framework for High-Accuracy Autonomous Driving Vehicle Modeling,2020-11-01
1381,"Differentiable Physics Models for Real-world Offline Model-based
  Reinforcement Learning",2020-11-03
1382,Debugging Tests for Model Explanations,2020-11-10
1383,"Integration of variational autoencoder and spatial clustering for
  adaptive multi-channel neural speech separation",2020-11-24
1384,UML Modeling to TM Modeling and Back,2021-02-05
1385,Approximating the Markov Chain of the Curie-Weiss Model,2021-02-19
1386,"Thief, Beware of What Get You There: Towards Understanding Model
  Extraction Attack",2021-04-13
1387,Breiman's two cultures: You don't have to choose sides,2021-04-25
1388,COVID-19 Modeling: A Review,2021-04-16
1389,Stealthy Backdoors as Compression Artifacts,2021-04-30
1390,Model-Parallel Model Selection for Deep Learning Systems,2021-07-14
1391,Model Uncertainty and Correctability for Directed Graphical Models,2021-07-17
1392,"Learning Domain-Specific Edit Operations from Model Repositories with
  Frequent Subgraph Mining",2021-08-02
1393,DST: Dynamic Substitute Training for Data-free Black-box Attack,2022-04-03
1394,Estimating Fine-Grained Noise Model via Contrastive Learning,2022-04-03
1395,"Strategic model reduction by analysing model sloppiness: a case study in
  coral calcification",2022-04-12
1396,"METRO: Efficient Denoising Pretraining of Large Scale Autoencoding
  Language Models with Model Generated Signals",2022-04-13
1397,Non-Autoregressive Machine Translation: It's Not as Fast as it Seems,2022-05-04
1398,Diamonds and forward variance models,2022-05-07
1399,"Hasselmann's Paradigm for Stochastic Climate Modelling based on
  Stochastic Lie Transport",2022-05-09
1400,"Global temperature projections from a statistical energy balance model
  using multiple sources of historical data",2022-05-20
1401,"Multi-input model uncertainty analysis for long-range wind farm noise
  predictions",2022-05-27
1402,Skolemization for Weighted First-Order Model Counting,2013-12-19
1403,Non-predetermined Model Theory,2014-08-20
1404,A General Method for Robust Bayesian Modeling,2015-10-17
1405,neuralRank: Searching and ranking ANN-based model repositories,2019-03-02
1406,"On the Equivalence Between Abstract Dialectical Frameworks and Logic
  Programs",2019-07-22
1407,"Nuclear Theory and Event Generators for Charge-Changing Neutrino
  Reactions",2019-08-02
1408,"Deep ensemble network with explicit complementary model for
  accuracy-balanced classification",2019-08-10
1409,"Simple and Effective Noisy Channel Modeling for Neural Machine
  Translation",2019-08-15
1410,On Poisson-exponential-Tweedie models for ultra-overdispersed data,2019-08-23
1411,"Investigation of Patient-sharing Networks Using a Bayesian Network Model
  Selection Approach for Congruence Class Models",2020-01-20
1412,Bouncing Models in an Extended Gravity Theory,2020-02-06
1413,Modeling Programs Hierarchically with Stack-Augmented LSTM,2020-02-11
1414,"DFSeer: A Visual Analytics Approach to Facilitate Model Selection for
  Demand Forecasting",2020-05-07
1415,"Modeling Route Choice with Real-Time Information: Comparing the
  Recursive and Non-Recursive Models",2020-05-08
1416,Voice Activity Detection Scheme by Combining DNN Model with GMM Model,2020-05-17
1417,"Numerical Simulations of Electrohydrodynamics flow model based on
  Burgers' Equation with Transport of Bubbles",2020-05-19
1418,Towards Fully Bilingual Deep Language Modeling,2020-10-22
1419,Robustness of Model Predictions under Extension,2020-12-08
1420,Reinforced Multi-Teacher Selection for Knowledge Distillation,2020-12-11
1421,"Analysis and tuning of hierarchical topic models based on Renyi entropy
  approach",2021-01-19
1422,"Modelling the Pressure Strain Correlation in turbulent flows using Deep
  Neural Networks",2021-03-01
1423,Forward Stability and Model Path Selection,2021-03-05
1424,BODAME: Bilevel Optimization for Defense Against Model Extraction,2021-03-11
1425,Volumetric Procedural Models for Shape Representation,2021-03-22
1426,CrystalCandle: A User-Facing Model Explainer for Narrative Explanations,2021-05-27
1427,Generative Adversarial Imitation Learning for Empathy-based AI,2021-05-27
1428,Model Explainability in Deep Learning Based Natural Language Processing,2021-06-14
1429,Scaling Laws for Acoustic Models,2021-06-11
1430,"Solution Landscapes of the Simplified Ericksen--Leslie Model and its
  Comparison with the Reduced Landau--de Gennes Model",2021-06-09
1431,Item Response Thresholds Models,2021-06-24
1432,Tensor networks for unsupervised machine learning,2021-06-24
1433,"Model-Advantage and Value-Aware Models for Model-Based Reinforcement
  Learning: Bridging the Gap in Theory and Practice",2021-06-26
1434,Learning Dynamics Models for Model Predictive Agents,2021-09-29
1435,Ordinary Differential Equation Models and their Computation Methods,2021-10-10
1436,When is gray-box modeling advantageous for virtual flow metering?,2021-10-11
1437,Speech Summarization using Restricted Self-Attention,2021-10-12
1438,"A comparison of streaming models and data augmentation methods for
  robust speech recognition",2021-11-19
1439,A Simple Hybrid Model for Accurate Delay Modeling of a Multi-Input Gate,2021-11-16
1440,"Uncertainty estimation under model misspecification in neural network
  regression",2021-11-23
1441,"Surrogate-based optimization using an artificial neural network for a
  parameter identification in a 3D marine ecosystem model",2021-11-30
1442,Multi-Model Federated Learning,2022-01-07
1443,Why the Rich Get Richer? On the Balancedness of Random Partition Models,2022-01-30
1444,Thematic Domain Analysis for Ocean Modeling,2022-02-01
